year_month,commit_count,additions,deletions,agg_loc,agg_complexity,agg_token_count,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing
2013-05,53,43952,523,25918.0,10225.0,251334.0,0.5825962887270618,0.7427227530803293,0.821695807752079
2013-06,213,11390,28035,61790.0,11686.0,358919.0,0.5152044055131441,0.5788789733524642,0.5826107339043011
2013-07,205,58995,55867,45952.0,13751.0,349160.0,0.5026636367407611,0.5552838551042127,0.588019894277414
2013-08,53,2784,2284,9986.0,1908.0,57123.0,0.6063171800965681,0.576510010446396,0.6401447940468524
2013-09,75,5394,1966,16589.0,2762.0,93146.0,0.5453737917915729,0.7345209186352215,0.7875097263136598
2013-10,134,3869,1897,16519.0,2833.0,90700.0,0.6013033160542843,0.5941838769775517,0.700798327342002
2013-11,201,19003,17706,34153.0,7066.0,204881.0,0.5643200138534367,0.6825863569686234,0.6871391804431182
2013-12,172,7134,3721,32785.0,7497.0,210406.0,0.5529366186997509,0.6812619825834781,0.6409803309800873
2014-01,179,8041,3884,46516.0,7804.0,258983.0,0.5660612305594307,0.6851969083967833,0.6925775567451965
2014-02,190,5753,4372,52612.0,8921.0,297848.0,0.4456646401884824,0.5657319570342274,0.6261799593261391
2014-03,109,6364,2196,35740.0,5976.0,199238.0,0.4712163936626314,0.4956769603712935,0.8022188488379975
2014-04,97,2774,1949,27943.0,4262.0,149253.0,0.4150670079325408,0.5422038191183585,0.6474704540742275
2014-05,103,2888,1405,19959.0,3714.0,116663.0,0.6061636404212062,0.6422414406472104,0.7943767816729682
2014-06,63,2221,869,17865.0,2769.0,98505.0,0.4173475838907852,0.6347660370841028,0.7483742378689409
2014-07,137,3891,2028,20827.0,3239.0,111468.0,0.5253197677987029,0.626559501828319,0.6484702639906987
2014-08,99,3616,4189,24869.0,3614.0,131934.0,0.3507501870659638,0.3670492815022061,0.367096942106094
2014-09,58,866,1473,4691.0,1244.0,38315.0,0.4936814958091554,0.6756501182033097,0.6785714285714286
2014-10,114,7260,7046,92867.0,14650.0,516124.0,0.2863910209378123,0.3216108293987917,0.7108234100922451
2014-11,83,4243,2708,59859.0,10246.0,323359.0,0.6333557659782704,0.4982378422309325,0.6919209836737977
2014-12,75,4073,2018,15858.0,2649.0,85112.0,0.5176611865665595,0.735375786799203,0.8260250286112354
2015-01,116,6241,3237,109910.0,18538.0,596665.0,0.5027431394427435,0.7200578155450023,0.6943329193497323
2015-02,148,5404,2976,63537.0,10283.0,355563.0,0.4682364892991844,0.8160939058480372,0.8792838498961536
2015-03,233,56352,4306,84170.0,16203.0,496983.0,0.4591532082255592,0.5418129702585572,0.5570992112140148
2015-04,108,2676,3008,52873.0,10567.0,311216.0,0.4666098272016636,0.6214978669426431,0.6352951719853048
2015-05,87,1846,2763,49053.0,9797.0,284818.0,0.6169995050847755,0.6249332496827891,0.6007522253143517
2015-06,149,6319,4525,122677.0,20198.0,701335.0,0.4936313425049948,0.8088219083125674,0.7712971053978417
2015-07,138,4387,10173,45158.0,6629.0,241611.0,0.3942202702849528,0.4037862915520108,0.4136593549891461
2015-08,97,4060,1784,67067.0,12605.0,395605.0,0.5657918719397363,0.7007856782601888,0.5647143480830825
2015-09,138,6167,18886,61633.0,10606.0,342344.0,0.4943399766331295,0.5159311861262343,0.5515073444964427
2015-10,155,34478,13034,137491.0,26229.0,803872.0,0.6505175531294625,0.3602958174795364,0.3113903637546206
2015-11,102,10998,3946,91901.0,18926.0,551485.0,0.4979089184426956,0.5444841134285964,0.5842914768559662
2015-12,89,3915,1492,84687.0,16925.0,506180.0,0.5633674109178551,0.583455882352941,0.5114053373287298
2016-01,56,1358,1220,42168.0,9408.0,261870.0,0.6066044756016388,0.5949367220049586,0.6302562758241895
2016-02,70,2288,899,28083.0,4616.0,155132.0,0.5353552553609352,0.7222792337497225,0.5908308334255844
2016-03,109,4559,8472,45122.0,6296.0,254901.0,0.5867009538863849,0.7224097986291322,0.6713712603391871
2016-04,147,19822,10426,125015.0,21044.0,649835.0,0.6921560280589136,0.7603262158962214,0.6510980559612312
2016-05,160,16906,9519,164883.0,29702.0,947264.0,0.6559371329598733,0.7017890971369881,0.74470512604082
2016-06,103,5971,2108,41774.0,7497.0,255573.0,0.5796581880516903,0.6568580905348673,0.6826386733755291
2016-07,89,25920,20496,108829.0,21549.0,616898.0,0.4622956170136038,0.4931562607401298,0.498730184374303
2016-08,115,6705,4840,84912.0,15139.0,450274.0,0.5646940207572341,0.567596089480677,0.4289459053725164
2016-09,100,6497,4560,78116.0,12528.0,457749.0,0.5616491840043872,0.7143350900025187,0.7152998400364329
2016-10,175,30534,32151,85218.0,12613.0,474355.0,0.7861176588860621,0.2874855435022628,0.8978611451637301
2016-11,239,41034,30688,211595.0,31486.0,1140757.0,0.619329706550891,0.6140262828785136,0.6166470895856282
2016-12,147,12993,6883,213720.0,28095.0,1079718.0,0.4819528042997559,0.5676501049832817,0.6324320372003024
2017-01,220,38695,28035,141938.0,20141.0,726121.0,0.5861796221056672,0.6771675993358266,0.7433758526140011
2017-02,136,7389,5541,105618.0,11902.0,523781.0,0.5137323054180604,0.5718158229015704,0.6201398092667585
2017-03,133,22802,19058,205713.0,24106.0,1026570.0,0.3743583027470354,0.6742700696531696,0.5437903578135516
2017-04,146,22264,46831,181118.0,20995.0,885400.0,0.4585366199148825,0.2853924195903786,0.3540128460694431
2017-05,98,13616,14993,75416.0,9204.0,379118.0,0.5812648307472601,0.5934279745387554,0.5061336402025838
